one_enum_param	orig_enum	tidied_enum	orig_matched_dist	matched_pref_dist	matched_text	matchType	id	prefLabel
trophic_level_enum	chemoorganoheterotroph	chemoorganoheterotroph	0.000	0.015	CHEMOORGANOHETEROTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04037	Chemoorganoheterotrophic
trophic_level_enum	chemoorganotroph	chemoorganotroph	0.000	0.028	CHEMOORGANOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04033	Chemoorganotrophic
trophic_level_enum	chemosynthetic	chemosynthetic						
trophic_level_enum	chemotroph	chemotroph	0.000	0.055	CHEMOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04022	Chemotrophic
trophic_level_enum	copiotroph	copiotroph	0.000	0.038	COPIOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04024	Copiotrophic
trophic_level_enum	diazotroph	diazotroph	0.000	0.000	DIAZOTROPH	PREF	http://purl.jp/bio/4/id/201206084061216058	diazotroph
trophic_level_enum	facultative	facultative	0.000	0.000	FACULTATIVE	PREF	http://purl.obolibrary.org/obo/MVC_0000445	facultative
trophic_level_enum	heterotroph	heterotroph	0.000	0.000	HETEROTROPH	PREF	http://www.projecthalo.com/aura#Heterotroph	Heterotroph
trophic_level_enum	lithoautotroph	lithoautotroph	0.000	0.031	LITHOAUTOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04041	Lithoautotrophic
trophic_level_enum	lithoheterotroph	lithoheterotroph	0.000	0.024	LITHOHETEROTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04042	Lithoheterotrophic
trophic_level_enum	lithotroph	lithotroph	0.000	0.050	LITHOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04013	Lithotrophic
trophic_level_enum	methanotroph	methanotroph	0.000	0.051	METHANOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04014	Methanotrophic
trophic_level_enum	methylotroph	methylotroph	0.000	0.000	METHYLOTROPH	PREF	http://purl.jp/bio/4/id/200906043361128122	methylotroph
trophic_level_enum	mixotroph	mixotroph	0.000	0.000	MIXOTROPH	PREF	http://www.projecthalo.com/aura#Mixotroph	Mixotroph
trophic_level_enum	obligate	obligate	0.000	0.000	OBLIGATE	PREF	http://www.semanticweb.org/ontology/HOOM#Obligate	Obligate
trophic_level_enum	oligotroph	oligotroph	0.000	0.050	OLIGOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04016	Oligotrophic
trophic_level_enum	organoheterotroph	organoheterotroph	0.000	0.024	ORGANOHETEROTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04151	Organoheterotrophic
trophic_level_enum	organotroph	organotroph	0.000	0.049	ORGANOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04017	Organotrophic
trophic_level_enum	photoautotroph	photoautotroph	0.000	0.000	PHOTOAUTOTROPH	PREF	http://www.projecthalo.com/aura#Photoautotroph	Photoautotroph
trophic_level_enum	photoheterotroph	photoheterotroph	0.000	0.000	PHOTOHETEROTROPH	PREF	http://www.projecthalo.com/aura#Photoheterotroph	Photoheterotroph
trophic_level_enum	photolithoautotroph	photolithoautotroph	0.000	0.016	PHOTOLITHOAUTOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04032	Photolithoautotrophic
trophic_level_enum	photolithotroph	photolithotroph	0.000	0.022	PHOTOLITHOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04026	Photolithotrophic
trophic_level_enum	photosynthetic	photosynthetic	0.000	0.000	PHOTOSYNTHETIC	PREF	http://purl.jp/bio/10/mpo#MPO_04020	Photosynthetic
trophic_level_enum	phototroph	phototroph	0.000	0.043	PHOTOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04019	Phototrophic
virus_enrich_appr_enum	centrifugation	centrifugation	0.000	0.000	CENTRIFUGATION	PREF	http://purl.bioontology.org/ontology/CSP/2323-0541	centrifugation
virus_enrich_appr_enum	CsCl density gradient	CsCl density gradient	0.530	0.465	CSCL	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#13710	cesium chloride
virus_enrich_appr_enum	DNAse	DNAse	0.000	0.000	DNASE	PREF	http://purl.obolibrary.org/obo/FBcv_0003197	DNase
virus_enrich_appr_enum	FeCl Precipitation	FeCl Precipitation	0.470	0.454	FECL	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114220	Fractional Excretion of Chloride
virus_enrich_appr_enum	filtration	filtration	0.000	0.000	FILTRATION	PREF	http://purl.obolibrary.org/obo/OBI_0302885	filtration
virus_enrich_appr_enum	none	none						
virus_enrich_appr_enum	other	other						
virus_enrich_appr_enum	PEG Precipitation	PEG Precipitation	0.397	0.404	PEG	SYN	http://purl.obolibrary.org/obo/FBbt_00047031	P-EG neuron
virus_enrich_appr_enum	RNAse	RNAse	0.000	0.241	RNASE	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#10880	ribonucleases
virus_enrich_appr_enum	targeted sequence capture	targeted sequence capture	0.178	0.081	TARGETED	SYN	http://purl.obolibrary.org/obo/NCIT_C25702	Target
virus_enrich_appr_enum	ultracentrifugation	ultracentrifugation	0.000	0.000	ULTRACENTRIFUGATION	PREF	http://purl.obolibrary.org/obo/FIX_0000260	ultracentrifugation
virus_enrich_appr_enum	ultrafiltration	ultrafiltration	0.000	0.000	ULTRAFILTRATION	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D014462	Ultrafiltration
vis_media_enum	3D scans	3D scans	0.163	0.055	SCANS	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17999	Scan
vis_media_enum	commonly of the building	commonly of the building	0.428	0.000	BUILDING	PREF	http://www.icn.ch/icnp#Building	Building
vis_media_enum	equipment	equipment	0.000	0.000	EQUIPMENT	PREF	http://www.semanticweb.org/ontologies/2015/0/computercluster.owl#Equipment	Equipment
vis_media_enum	interiors	interiors						
vis_media_enum	photos	photos						
vis_media_enum	site context (adjacent buildings, vegetation, terrain, streets)	site context (adjacent buildings vegetation terrain streets)	0.256	0.000	SITE	PREF	http://bioontology.org/projects/ontologies/birnlex#Site	site
vis_media_enum	videos	videos	0.000	0.311	VIDEOS	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C127248	Used Quit Cigarette Smoking Videos
wall_const_type_enum	fire resistive	fire resistive						
wall_const_type_enum	frame construction	frame construction	0.493	0.179	FRAME	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63552	Reading Frame
wall_const_type_enum	joisted masonry	joisted masonry	0.220	0.000	MASONRY	PREF	http://aimlab.cs.uoregon.edu/smash/ontologies/physical-activity.owl#Masonry	Masonry
wall_const_type_enum	light noncombustible	light noncombustible	0.368	0.329	LIGHT	SYN	http://purl.bioontology.org/ontology/npo#NPO_1750	light energy
wall_const_type_enum	masonry noncombustible	masonry noncombustible	0.223	0.000	MASONRY	PREF	http://aimlab.cs.uoregon.edu/smash/ontologies/physical-activity.owl#Masonry	Masonry
wall_const_type_enum	modified fire resistive	modified fire resistive	0.212	1.000	MODIFIED	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#20520	20520
wall_finish_mat_enum	acoustical treatment	acoustical treatment	0.177	0.301	TREATMENT	SYN	http://doe-generated-ontology.com/OntoAD#C0039798	therapeutic aspects
wall_finish_mat_enum	gypsum board	gypsum board	0.293	0.000	GYPSUM	PREF	http://purl.obolibrary.org/obo/CHEBI_48838	gypsum
wall_finish_mat_enum	gypsum plaster	gypsum plaster	0.000	0.000	GYPSUM PLASTER	PREF	http://purl.obolibrary.org/obo/ENVO_01000477	gypsum plaster
wall_finish_mat_enum	masonry	masonry	0.000	0.000	MASONRY	PREF	http://aimlab.cs.uoregon.edu/smash/ontologies/physical-activity.owl#Masonry	Masonry
wall_finish_mat_enum	metal	metal	0.000	0.000	METAL	PREF	http://www.semanticweb.org/dellvostro3750/ontologies/2018/2/untitled-ontology-10#metal	metal
wall_finish_mat_enum	plaster	plaster	0.000	1.000	PLASTER	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#36919	36919
wall_finish_mat_enum	stone facing	stone facing	0.283	0.000	STONE	PREF	http://purl.obolibrary.org/obo/UO_0010035	stone
wall_finish_mat_enum	terrazzo	terrazzo						
wall_finish_mat_enum	tile	tile	0.000	0.000	TILE	PREF	http://purl.obolibrary.org/obo/ENVO_01000514	tile
wall_finish_mat_enum	veneer plaster	veneer plaster	0.127	1.000	VENEER	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#39635	39635
wall_finish_mat_enum	wood	wood	0.000	0.745	WOOD	SYN	http://purl.obolibrary.org/obo/ENVO_00000111	forested area
wall_loc_enum	east	east	0.000	0.000	EAST	PREF	http://purl.obolibrary.org/obo/PATO_0045092	east
wall_loc_enum	north	north	0.000	0.000	NORTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45849	North
wall_loc_enum	south	south	0.000	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
wall_loc_enum	west	west	0.000	0.000	WEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45852	West
wall_surf_treatment_enum	fabric	fabric	0.000	0.871	FABRIC	SYN	http://purl.bioontology.org/ontology/CSP/2340-7347	cotton
wall_surf_treatment_enum	no treatment	no treatment	0.000	0.087	NO TREATMENT	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99994	No Treatment for Diabetes
wall_surf_treatment_enum	painted	painted						
wall_surf_treatment_enum	paneling	paneling						
wall_surf_treatment_enum	stucco	stucco	0.000	0.733	STUCCO	SYN	http://purl.obolibrary.org/obo/ENVO_01000476	plaster
wall_surf_treatment_enum	wall paper	wall paper	0.286	0.000	WALL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64373	Wall
wall_texture_enum								
wall_texture_enum	crows feet	crows feet	0.355	0.000	CROWS	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#B01.050.150.900.248.620.750.150	Crows
wall_texture_enum	crows-foot stomp	crows foot stomp	0.288	0.000	CROWS	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#B01.050.150.900.248.620.750.150	Crows
wall_texture_enum	double skip	double skip	0.261	0.000	DOUBLE	PREF	http://sweetontology.net/reprMathOperation/Double	double
wall_texture_enum	hawk and trowel	hawk and trowel	0.345	0.106	HAWK	SYN	http://purl.bioontology.org/ontology/MESH/D046428	Hawks
wall_texture_enum	knockdown	knockdown						
wall_texture_enum	orange peel	orange peel	0.000	0.000	ORANGE PEEL	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0319824	orange peel
wall_texture_enum	popcorn	popcorn	0.000	0.000	POPCORN	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0452681	popcorn
wall_texture_enum	rosebud stomp	rosebud stomp	0.241	0.612	STOMP	SYN	http://purl.obolibrary.org/obo/SOY_0001712	Pendimethalin Sensitivity
wall_texture_enum	Santa-Fe texture	Santa Fe texture	0.192	0.000	SANTA FE	PREF	http://purl.obolibrary.org/obo/GAZ_00008221	Santa Fe
wall_texture_enum	skip trowel	skip trowel	0.397	0.293	SKIP	SYN	http://identifiers.org/ncbigene/51763	INPP5K
wall_texture_enum	smooth	smooth	0.000	0.811	SMOOTH	SYN	http://purl.obolibrary.org/obo/PATO_0001975	unserrated
wall_texture_enum	stomp knockdown	stomp knockdown	0.374	0.612	STOMP	SYN	http://purl.obolibrary.org/obo/SOY_0001712	Pendimethalin Sensitivity
wall_texture_enum	swirl	swirl	0.000	0.000	SWIRL	PREF	http://www.owl-ontologies.com/Ontology1184060740.owl#Class_21	swirl
water_feat_type_enum	fountain	fountain	0.000	0.000	FOUNTAIN	PREF	http://purl.bioontology.org/ontology/IDODEN_0003715	fountain
water_feat_type_enum	pool	pool	0.000	0.000	POOL	PREF	http://purl.bioontology.org/ontology/LNC/LP34427-2	Pool
water_feat_type_enum	standing feature	standing feature	0.225	0.000	STANDING	PREF	http://purl.bioontology.org/ontology/LNC/LP20574-7	standing
water_feat_type_enum	stream	stream	0.000	0.157	STREAM	SYN	http://purl.obolibrary.org/obo/ENVO_00000517	lost stream
water_feat_type_enum	waterfall	waterfall	0.000	0.000	WATERFALL	PREF	http://purl.obolibrary.org/obo/ENVO_00000040	waterfall
weekday_enum	Friday	Friday	0.000	1.000	FRIDAY	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#40733	40733
weekday_enum	Monday	Monday	0.000	0.000	MONDAY	PREF	http://www.co-ode.org/ontologies/galen#Monday	Monday
weekday_enum	Saturday	Saturday	0.000	0.000	SATURDAY	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/307151009	Saturday
weekday_enum	Sunday	Sunday	0.000	0.000	SUNDAY	PREF	http://purl.obolibrary.org/obo/OPMI_0000090	Sunday
weekday_enum	Thursday	Thursday	0.000	0.000	THURSDAY	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0585028	thursday
weekday_enum	Tuesday	Tuesday	0.000	0.000	TUESDAY	PREF	http://informatics.mayo.edu/TEO.owl#TEO_0000043	Tuesday
weekday_enum	Wednesday	Wednesday	0.000	0.000	WEDNESDAY	PREF	http://www.co-ode.org/ontologies/galen#Wednesday	Wednesday
window_cond_enum	damaged	damaged	0.000	0.000	DAMAGED	PREF	http://purl.org/obo/owl/PATO#PATO_0001167	damaged
window_cond_enum	needs repair	needs repair	0.239	0.000	NEEDS	PREF	http://doe-generated-ontology.com/OntoAD#C0027552	Needs
window_cond_enum	new	new	0.000	0.000	NEW	PREF	http://www.limics.fr/ontologies/menelastop/new	new
window_cond_enum	rupture	rupture	0.000	0.000	RUPTURE	PREF	http://purl.bioontology.org/ontology/LNC/LA7470-3	Rupture
window_cond_enum	visible wear	visible wear	0.167	0.000	VISIBLE	PREF	http://purl.obolibrary.org/obo/FBcv_0000354	visible
window_cover_enum	blinds	blinds						
window_cover_enum	curtains	curtains	0.000	0.000	CURTAINS	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0180239	curtains
window_cover_enum	none	none						
window_horiz_pos_enum	left	left	0.000	0.000	LEFT	PREF	http://purl.obolibrary.org/obo/EHDAA_758	left
window_horiz_pos_enum	middle	middle	0.000	0.315	MIDDLE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159238	Kidney Tumor, Middle Section
window_horiz_pos_enum	right	right	0.000	0.000	RIGHT	PREF	http://purl.obolibrary.org/obo/EHDA_2627	right
window_loc_enum	east	east	0.000	0.000	EAST	PREF	http://purl.obolibrary.org/obo/PATO_0045092	east
window_loc_enum	north	north	0.000	0.000	NORTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45849	North
window_loc_enum	south	south	0.000	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
window_loc_enum	west	west	0.000	0.000	WEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45852	West
window_mat_enum	clad	clad	0.000	0.000	CLAD	PREF	http://purl.obolibrary.org/obo/PORO_0000206	clad
window_mat_enum	fiberglass	fiberglass	0.000	0.000	FIBERGLASS	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#C009753	fiberglass
window_mat_enum	metal	metal	0.000	0.000	METAL	PREF	http://www.semanticweb.org/dellvostro3750/ontologies/2018/2/untitled-ontology-10#metal	metal
window_mat_enum	vinyl	vinyl	0.000	0.265	VINYL	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#9952	polyvinyl chloride
window_mat_enum	wood	wood	0.000	0.745	WOOD	SYN	http://purl.obolibrary.org/obo/ENVO_00000111	forested area
window_type_enum	fixed window	fixed window	0.262	0.613	FIXED	SYN	http://purl.obolibrary.org/obo/PATO_0000300	immobile
window_type_enum	horizontal sash window	horizontal sash window	0.198	0.000	HORIZONTAL	PREF	http://purl.obolibrary.org/obo/TRAK_0000078	horizontal
window_type_enum	single-hung sash window	single hung sash window	0.270	0.000	SINGLE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205171	single
window_vert_pos_enum	bottom	bottom						
window_vert_pos_enum	high	high	0.000	0.000	HIGH	PREF	http://purl.obolibrary.org/obo/NCIT_C25227	High
window_vert_pos_enum	low	low	0.000	0.742	LOW	SYN	http://purl.jp/bio/11/meo/MEO_0001301	short
window_vert_pos_enum	middle	middle	0.000	0.315	MIDDLE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159238	Kidney Tumor, Middle Section
window_vert_pos_enum	top	top						
